label,text
2240,professionals health professionals paramedical practitioners paramedical practitioners
2250,professionals health professionals veterinarians veterinarians
2261,professionals health professionals other health professionals dentists
2262,professionals health professionals other health professionals pharmacists
2263,professionals health professionals other health professionals environmental and occupational health and hygiene professionals
2264,professionals health professionals other health professionals physiotherapists
2265,professionals health professionals other health professionals dieticians and nutritionists
2266,professionals health professionals other health professionals audiologists and speech therapists
2267,professionals health professionals other health professionals optometrists and ophthalmic opticians
2269,professionals health professionals other health professionals health professionals not elsewhere classified
2310,professionals teaching professionals university and higher education teachers university and higher education teachers
2320,professionals teaching professionals vocational education teachers vocational education teachers
2330,professionals teaching professionals secondary education teachers secondary education teachers
2341,professionals teaching professionals primary school and early childhood teachers primary school teachers
2342,professionals teaching professionals primary school and early childhood teachers early childhood educators
2351,professionals teaching professionals other teaching professionals education methods specialists
2352,professionals teaching professionals other teaching professionals special needs teachers
2353,professionals teaching professionals other teaching professionals other language teachers
2354,professionals teaching professionals other teaching professionals other music teachers
2355,professionals teaching professionals other teaching professionals other arts teachers
2356,professionals teaching professionals other teaching professionals information technology trainers
2359,professionals teaching professionals other teaching professionals teaching professionals not elsewhere classified
2411,professionals business and administration professionals finance professionals accountants
2412,professionals business and administration professionals finance professionals financial and investment advisers
2413,professionals business and administration professionals finance professionals financial analysts
2421,professionals business and administration professionals administration professionals management and organization analysts
2422,professionals business and administration professionals administration professionals policy administration professionals
2423,professionals business and administration professionals administration professionals personnel and careers professionals
2424,professionals business and administration professionals administration professionals training and staff development professionals
2431,"professionals business and administration professionals sales, marketing and public relations professionals advertising and marketing professionals"
2432,"professionals business and administration professionals sales, marketing and public relations professionals public relations professionals"
2433,"professionals business and administration professionals sales, marketing and public relations professionals technical and medical sales professionals (excluding ict)"
2434,"professionals business and administration professionals sales, marketing and public relations professionals information and communications technology sales professionals"
2511,professionals information and communications technology professionals software and applications developers and analysts systems analysts
2512,professionals information and communications technology professionals software and applications developers and analysts software developers
2513,professionals information and communications technology professionals software and applications developers and analysts web and multimedia developers
2514,professionals information and communications technology professionals software and applications developers and analysts applications programmers
2519,professionals information and communications technology professionals software and applications developers and analysts software and applications developers and analysts not elsewhere classified
2521,professionals information and communications technology professionals database and network professionals database designers and administrators
2522,professionals information and communications technology professionals database and network professionals systems administrators
2523,professionals information and communications technology professionals database and network professionals computer network professionals
2529,professionals information and communications technology professionals database and network professionals database and network professionals not elsewhere classified
2611,"professionals legal, social and cultural professionals legal professionals lawyers"
2612,"professionals legal, social and cultural professionals legal professionals judges"
2619,"professionals legal, social and cultural professionals legal professionals legal professionals not elsewhere classified"
2621,"professionals legal, social and cultural professionals librarians, archivists and curators  archivists and curators"
2622,"professionals legal, social and cultural professionals librarians, archivists and curators  librarians and related information professionals"
2631,"professionals legal, social and cultural professionals social and religious professionals economists"
2632,"professionals legal, social and cultural professionals social and religious professionals sociologists, anthropologists and related professionals"
2633,"professionals legal, social and cultural professionals social and religious professionals philosophers, historians and political scientists"
2634,"professionals legal, social and cultural professionals social and religious professionals psychologists"
2635,"professionals legal, social and cultural professionals social and religious professionals social work and counselling professionals"
2636,"professionals legal, social and cultural professionals social and religious professionals religious professionals"
2641,"professionals legal, social and cultural professionals authors, journalists and linguists authors and related writers"
2642,"professionals legal, social and cultural professionals authors, journalists and linguists journalists"
2643,"professionals legal, social and cultural professionals authors, journalists and linguists translators, interpreters and other linguists"
2651,"professionals legal, social and cultural professionals creative and performing artists visual artists"
2652,"professionals legal, social and cultural professionals creative and performing artists musicians, singers and composers"
2653,"professionals legal, social and cultural professionals creative and performing artists dancers and choreographers"
2654,"professionals legal, social and cultural professionals creative and performing artists film, stage and related directors and producers"
2655,"professionals legal, social and cultural professionals creative and performing artists actors"
2656,"professionals legal, social and cultural professionals creative and performing artists announcers on radio, television and other media"
2659,"professionals legal, social and cultural professionals creative and performing artists creative and performing artists not elsewhere classified"
3111,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians chemical and physical science technicians
3112,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians civil engineering technicians
3113,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians electrical engineering technicians
3114,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians electronics engineering technicians
3115,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians mechanical engineering technicians
3116,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians chemical engineering technicians
3117,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians mining and metallurgical technicians
3118,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians draughtspersons
3119,technicians and associate professionals science and engineering associate professionals physical and engineering science technicians physical and engineering science technicians not elsewhere classified
3121,"technicians and associate professionals science and engineering associate professionals mining, manufacturing and construction supervisors mining supervisors"
3122,"technicians and associate professionals science and engineering associate professionals mining, manufacturing and construction supervisors manufacturing supervisors"
3123,"technicians and associate professionals science and engineering associate professionals mining, manufacturing and construction supervisors construction supervisors"
3131,technicians and associate professionals science and engineering associate professionals process control technicians power production plant operators
3132,technicians and associate professionals science and engineering associate professionals process control technicians incinerator and water treatment plant operators
3133,technicians and associate professionals science and engineering associate professionals process control technicians chemical processing plant controllers
3134,technicians and associate professionals science and engineering associate professionals process control technicians petroleum and natural gas refining plant operators
3135,technicians and associate professionals science and engineering associate professionals process control technicians metal production process controllers
3139,technicians and associate professionals science and engineering associate professionals process control technicians process control technicians not elsewhere classified
3141,technicians and associate professionals science and engineering associate professionals life science technicians and related associate professionals life science technicians (excluding medical)
3142,technicians and associate professionals science and engineering associate professionals life science technicians and related associate professionals agricultural technicians
3143,technicians and associate professionals science and engineering associate professionals life science technicians and related associate professionals forestry technicians
3151,technicians and associate professionals science and engineering associate professionals ship and aircraft controllers and technicians ships’ engineers
3152,technicians and associate professionals science and engineering associate professionals ship and aircraft controllers and technicians ships’ deck officers and pilots
3153,technicians and associate professionals science and engineering associate professionals ship and aircraft controllers and technicians aircraft pilots and related associate professionals
3154,technicians and associate professionals science and engineering associate professionals ship and aircraft controllers and technicians air traffic controllers
3155,technicians and associate professionals science and engineering associate professionals ship and aircraft controllers and technicians air traffic safety electronics technicians
3211,technicians and associate professionals health associate professionals medical and pharmaceutical technicians medical imaging and therapeutic equipment technicians
3212,technicians and associate professionals health associate professionals medical and pharmaceutical technicians medical and pathology laboratory technicians
3213,technicians and associate professionals health associate professionals medical and pharmaceutical technicians pharmaceutical technicians and assistants
3214,technicians and associate professionals health associate professionals medical and pharmaceutical technicians medical and dental prosthetic technicians
3221,technicians and associate professionals health associate professionals nursing and midwifery associate professionals nursing associate professionals
3222,technicians and associate professionals health associate professionals nursing and midwifery associate professionals midwifery associate professionals
3230,technicians and associate professionals health associate professionals traditional and complementary medicine associate professionals traditional and complementary medicine associate professionals
3240,technicians and associate professionals health associate professionals veterinary technicians and assistants veterinary technicians and assistants
3251,technicians and associate professionals health associate professionals other health associate professionals dental assistants and therapists
3252,technicians and associate professionals health associate professionals other health associate professionals medical records and health information technicians
3253,technicians and associate professionals health associate professionals other health associate professionals community health workers
3254,technicians and associate professionals health associate professionals other health associate professionals dispensing opticians
3255,technicians and associate professionals health associate professionals other health associate professionals physiotherapy technicians and assistants
3256,technicians and associate professionals health associate professionals other health associate professionals medical assistants
3257,technicians and associate professionals health associate professionals other health associate professionals environmental and occupational health inspectors and associates
3258,technicians and associate professionals health associate professionals other health associate professionals ambulance workers
3259,technicians and associate professionals health associate professionals other health associate professionals health associate professionals not elsewhere classified
3311,technicians and associate professionals business and administration associate professionals financial and mathematical associate professionals securities and finance dealers and brokers
3312,technicians and associate professionals business and administration associate professionals financial and mathematical associate professionals credit and loans officers
3313,technicians and associate professionals business and administration associate professionals financial and mathematical associate professionals accounting associate professionals
3314,"technicians and associate professionals business and administration associate professionals financial and mathematical associate professionals statistical, mathematical and related associate professionals"
3315,technicians and associate professionals business and administration associate professionals financial and mathematical associate professionals valuers and loss assessors
3321,technicians and associate professionals business and administration associate professionals sales and purchasing agents and brokers insurance representatives
3322,technicians and associate professionals business and administration associate professionals sales and purchasing agents and brokers commercial sales representatives
3323,technicians and associate professionals business and administration associate professionals sales and purchasing agents and brokers buyers
3324,technicians and associate professionals business and administration associate professionals sales and purchasing agents and brokers trade brokers
3331,technicians and associate professionals business and administration associate professionals business services agents clearing and forwarding agents
3332,technicians and associate professionals business and administration associate professionals business services agents conference and event planners
3333,technicians and associate professionals business and administration associate professionals business services agents employment agents and contractors
3334,technicians and associate professionals business and administration associate professionals business services agents real estate agents and property managers
3339,technicians and associate professionals business and administration associate professionals business services agents business services agents not elsewhere classified
3341,technicians and associate professionals business and administration associate professionals administrative and specialized secretaries office supervisors
3342,technicians and associate professionals business and administration associate professionals administrative and specialized secretaries legal secretaries
3343,technicians and associate professionals business and administration associate professionals administrative and specialized secretaries administrative and executive secretaries
3344,technicians and associate professionals business and administration associate professionals administrative and specialized secretaries medical secretaries
3351,technicians and associate professionals business and administration associate professionals government regulatory associate professionals customs and border inspectors
3352,technicians and associate professionals business and administration associate professionals government regulatory associate professionals government tax and excise officials
3353,technicians and associate professionals business and administration associate professionals government regulatory associate professionals government social benefits officials
3354,technicians and associate professionals business and administration associate professionals government regulatory associate professionals government licensing officials
3355,technicians and associate professionals business and administration associate professionals government regulatory associate professionals police inspectors and detectives
3359,technicians and associate professionals business and administration associate professionals government regulatory associate professionals government regulatory associate professionals not elsewhere classified
3411,"technicians and associate professionals legal, social, cultural and related associate professionals legal, social and religious associate professionals legal and related associate professionals"
3412,"technicians and associate professionals legal, social, cultural and related associate professionals legal, social and religious associate professionals social work associate professionals"
3413,"technicians and associate professionals legal, social, cultural and related associate professionals legal, social and religious associate professionals religious associate professionals"
3421,"technicians and associate professionals legal, social, cultural and related associate professionals sports and fitness workers athletes and sports players"
3422,"technicians and associate professionals legal, social, cultural and related associate professionals sports and fitness workers sports coaches, instructors and officials"
3423,"technicians and associate professionals legal, social, cultural and related associate professionals sports and fitness workers fitness and recreation instructors and programme leaders"
3431,"technicians and associate professionals legal, social, cultural and related associate professionals artistic, cultural and culinary associate professionals photographers"
3432,"technicians and associate professionals legal, social, cultural and related associate professionals artistic, cultural and culinary associate professionals interior designers and decorators"
3433,"technicians and associate professionals legal, social, cultural and related associate professionals artistic, cultural and culinary associate professionals gallery, museum and library technicians"
3434,"technicians and associate professionals legal, social, cultural and related associate professionals artistic, cultural and culinary associate professionals chefs"
3435,"technicians and associate professionals legal, social, cultural and related associate professionals artistic, cultural and culinary associate professionals other artistic and cultural associate professionals"
3511,technicians and associate professionals information and communications technicians information and communications technology operations and user support technicians information and communications technology operations technicians
3512,technicians and associate professionals information and communications technicians information and communications technology operations and user support technicians information and communications technology user support technicians
3513,technicians and associate professionals information and communications technicians information and communications technology operations and user support technicians computer network and systems technicians
3514,technicians and associate professionals information and communications technicians information and communications technology operations and user support technicians web technicians
3521,technicians and associate professionals information and communications technicians telecommunications and broadcasting technicians broadcasting and audiovisual technicians
3522,technicians and associate professionals information and communications technicians telecommunications and broadcasting technicians telecommunications engineering technicians
4110,clerical support workers general and keyboard clerks general office clerks general office clerks
4120,clerical support workers general and keyboard clerks secretaries (general) secretaries (general)
4131,clerical support workers general and keyboard clerks keyboard operators typists and word processing operators
4132,clerical support workers general and keyboard clerks keyboard operators data entry clerks
4211,"clerical support workers customer services clerks tellers, money collectors and related clerks bank tellers and related clerks"
4212,"clerical support workers customer services clerks tellers, money collectors and related clerks bookmakers, croupiers and related gaming workers"
4213,"clerical support workers customer services clerks tellers, money collectors and related clerks pawnbrokers and money-lenders"
4214,"clerical support workers customer services clerks tellers, money collectors and related clerks debt collectors and related workers"
4221,clerical support workers customer services clerks client information workers travel consultants and clerks
4222,clerical support workers customer services clerks client information workers contact centre information clerks
4223,clerical support workers customer services clerks client information workers telephone switchboard operators
4224,clerical support workers customer services clerks client information workers hotel receptionists
4225,clerical support workers customer services clerks client information workers inquiry clerks
4226,clerical support workers customer services clerks client information workers receptionists (general)
4227,clerical support workers customer services clerks client information workers survey and market research interviewers
4229,clerical support workers customer services clerks client information workers client information workers not elsewhere classified
4311,clerical support workers numerical and material recording clerks numerical clerks accounting and bookkeeping clerks
4312,"clerical support workers numerical and material recording clerks numerical clerks statistical, finance and insurance clerks"
4313,clerical support workers numerical and material recording clerks numerical clerks payroll clerks
4321,clerical support workers numerical and material recording clerks material recording and transport clerks stock clerks
4322,clerical support workers numerical and material recording clerks material recording and transport clerks production clerks
4323,clerical support workers numerical and material recording clerks material recording and transport clerks transport clerks
4411,clerical support workers other clerical support workers other clerical support workers library clerks
4412,clerical support workers other clerical support workers other clerical support workers mail carriers and sorting clerks
4413,"clerical support workers other clerical support workers other clerical support workers coding, proofreading and related clerks"
4414,clerical support workers other clerical support workers other clerical support workers scribes and related workers
4415,clerical support workers other clerical support workers other clerical support workers filing and copying clerks
4416,clerical support workers other clerical support workers other clerical support workers personnel clerks
4419,clerical support workers other clerical support workers other clerical support workers clerical support workers not elsewhere classified
5111,"services and sales workers personal services workers travel attendants, conductors and guides travel attendants and travel stewards"
5112,"services and sales workers personal services workers travel attendants, conductors and guides transport conductors"
5113,"services and sales workers personal services workers travel attendants, conductors and guides travel guides"
5120,services and sales workers personal services workers cooks cooks
5131,services and sales workers personal services workers waiters and bartenders waiters
5132,services and sales workers personal services workers waiters and bartenders bartenders
5141,"services and sales workers personal services workers hairdressers, beauticians and related workers hairdressers"
5142,"services and sales workers personal services workers hairdressers, beauticians and related workers beauticians and related workers"
5151,"services and sales workers personal services workers building and housekeeping supervisors cleaning and housekeeping supervisors in offices, hotels and other establishments"
5152,services and sales workers personal services workers building and housekeeping supervisors domestic housekeepers
5153,services and sales workers personal services workers building and housekeeping supervisors building caretakers
5161,"services and sales workers personal services workers other personal services workers astrologers, fortune-tellers and related workers"
5162,services and sales workers personal services workers other personal services workers companions and valets
5163,services and sales workers personal services workers other personal services workers undertakers and embalmers
5164,services and sales workers personal services workers other personal services workers pet groomers and animal care workers
5165,services and sales workers personal services workers other personal services workers driving instructors
5169,services and sales workers personal services workers other personal services workers personal services workers not elsewhere classified
5211,services and sales workers sales workers street and market salespersons stall and market salespersons
5212,services and sales workers sales workers street and market salespersons street food salespersons
5221,services and sales workers sales workers shop salespersons  shopkeepers
5222,services and sales workers sales workers shop salespersons  shop supervisors
5223,services and sales workers sales workers shop salespersons  shop sales assistants
5230,services and sales workers sales workers cashiers and ticket clerks cashiers and ticket clerks
5241,services and sales workers sales workers other sales workers fashion and other models
5242,services and sales workers sales workers other sales workers sales demonstrators
5243,services and sales workers sales workers other sales workers door-to-door salespersons
5244,services and sales workers sales workers other sales workers contact centre salespersons
5245,services and sales workers sales workers other sales workers service station attendants
5246,services and sales workers sales workers other sales workers food service counter attendants
5249,services and sales workers sales workers other sales workers sales workers not elsewhere classified
5311,services and sales workers personal care workers child care workers and teachers’ aides child care workers
5312,services and sales workers personal care workers child care workers and teachers’ aides teachers’ aides
5321,services and sales workers personal care workers personal care workers in health services health care assistants
5322,services and sales workers personal care workers personal care workers in health services home-based personal care workers
5329,services and sales workers personal care workers personal care workers in health services personal care workers in health services not elsewhere classified
5411,services and sales workers protective services workers protective services workers firefighters
5412,services and sales workers protective services workers protective services workers police officers
5413,services and sales workers protective services workers protective services workers prison guards
5414,services and sales workers protective services workers protective services workers security guards
5419,services and sales workers protective services workers protective services workers protective services workers not elsewhere classified
6111,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers market gardeners and crop growers field crop and vegetable growers"
6112,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers market gardeners and crop growers tree and shrub crop growers"
6113,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers market gardeners and crop growers gardeners; horticultural and nursery growers"
6114,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers market gardeners and crop growers mixed crop growers"
6121,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers animal producers livestock and dairy producers"
6122,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers animal producers poultry producers"
6123,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers animal producers apiarists and sericulturists"
6129,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers animal producers animal producers not elsewhere classified"
6130,"skilled agricultural, forestry and fishery workers market-oriented skilled agricultural workers mixed crop and animal producers mixed crop and animal producers"
6210,"skilled agricultural, forestry and fishery workers market-oriented skilled forestry, fishery and hunting workers forestry and related workers forestry and related workers"
6221,"skilled agricultural, forestry and fishery workers market-oriented skilled forestry, fishery and hunting workers fishery workers, hunters and trappers aquaculture workers"
6222,"skilled agricultural, forestry and fishery workers market-oriented skilled forestry, fishery and hunting workers fishery workers, hunters and trappers inland and coastal waters fishery workers"
6223,"skilled agricultural, forestry and fishery workers market-oriented skilled forestry, fishery and hunting workers fishery workers, hunters and trappers deep-sea fishery workers"
6224,"skilled agricultural, forestry and fishery workers market-oriented skilled forestry, fishery and hunting workers fishery workers, hunters and trappers hunters and trappers"
6310,"skilled agricultural, forestry and fishery workers subsistence farmers, fishers, hunters and gatherers subsistence crop farmers subsistence crop farmers"
6320,"skilled agricultural, forestry and fishery workers subsistence farmers, fishers, hunters and gatherers subsistence livestock farmers subsistence livestock farmers"
6330,"skilled agricultural, forestry and fishery workers subsistence farmers, fishers, hunters and gatherers subsistence mixed crop and livestock farmers subsistence mixed crop and livestock farmers"
6340,"skilled agricultural, forestry and fishery workers subsistence farmers, fishers, hunters and gatherers subsistence fishers, hunters, trappers and gatherers subsistence fishers, hunters, trappers and gatherers"
7111,craft and related trades workers building and related trades workers (excluding electricians) building frame and related trades workers house builders
7112,craft and related trades workers building and related trades workers (excluding electricians) building frame and related trades workers bricklayers and related workers
7113,"craft and related trades workers building and related trades workers (excluding electricians) building frame and related trades workers stonemasons, stone cutters, splitters and carvers"
7114,"craft and related trades workers building and related trades workers (excluding electricians) building frame and related trades workers concrete placers, concrete finishers and related workers"
7115,craft and related trades workers building and related trades workers (excluding electricians) building frame and related trades workers carpenters and joiners
7119,craft and related trades workers building and related trades workers (excluding electricians) building frame and related trades workers building frame and related trades workers not elsewhere classified
7121,craft and related trades workers building and related trades workers (excluding electricians) building finishers and related trades workers roofers
7122,craft and related trades workers building and related trades workers (excluding electricians) building finishers and related trades workers floor layers and tile setters
7123,craft and related trades workers building and related trades workers (excluding electricians) building finishers and related trades workers plasterers
7124,craft and related trades workers building and related trades workers (excluding electricians) building finishers and related trades workers insulation workers
7125,craft and related trades workers building and related trades workers (excluding electricians) building finishers and related trades workers glaziers
7126,craft and related trades workers building and related trades workers (excluding electricians) building finishers and related trades workers plumbers and pipe fitters
7127,craft and related trades workers building and related trades workers (excluding electricians) building finishers and related trades workers air conditioning and refrigeration mechanics
7131,"craft and related trades workers building and related trades workers (excluding electricians) painters, building structure cleaners and related trades workers painters and related workers"
7132,"craft and related trades workers building and related trades workers (excluding electricians) painters, building structure cleaners and related trades workers spray painters and varnishers"
7133,"craft and related trades workers building and related trades workers (excluding electricians) painters, building structure cleaners and related trades workers building structure cleaners"
7211,"craft and related trades workers metal, machinery and related trades workers sheet and structural metal workers, moulders and welders, and related workers metal moulders and coremakers"
7212,"craft and related trades workers metal, machinery and related trades workers sheet and structural metal workers, moulders and welders, and related workers welders and flame cutters"
7213,"craft and related trades workers metal, machinery and related trades workers sheet and structural metal workers, moulders and welders, and related workers sheet metal workers"
7214,"craft and related trades workers metal, machinery and related trades workers sheet and structural metal workers, moulders and welders, and related workers structural metal preparers and erectors"
7215,"craft and related trades workers metal, machinery and related trades workers sheet and structural metal workers, moulders and welders, and related workers riggers and cable splicers"
7221,"craft and related trades workers metal, machinery and related trades workers blacksmiths, toolmakers and related trades workers blacksmiths, hammersmiths and forging press workers"
