id,jobnumber,query,prevalidated
c342d4741ca54baaaf26dfc61d57ab02121,1.0,pap making and sells (akamu or kunu) using millet for preparing boiled water to make pap for sales,9411
9c7abfbbbfb64e15a36ca977ac8bc6f4111,1.0,"trader,  buying and selling of fire wood buying , bundle and selling of fire wood",9624
9c7abfbbbfb64e15a36ca977ac8bc6f4121,1.0,"livestock rearer, goats and sheeps feeding livestock, watering and taking care of their health",6121
c50f48752ea448ad8ed013d4ff047a9d131,1.0,"trader, buying and selling of fruit, orange,banana and watermelon buying and selling of orange ,banana and watermelon",5211
feb71d79c7374ed0b051fc7d94cc399b111,1.0,"transportation activities, okada rider picking and dropping passengers and collect money, commercial transport",8321
e8bae973b96844ff8ef72056e5e6a493111,1.0,"trader ,buying and selling of cows and sheeps buying and selling of cows and sheeps",5211
e8bae973b96844ff8ef72056e5e6a493121,1.0,"livestock rearer, goats, sheeps, and chicken watering livestock, feeding and taking care of their health",6121
784232c23b4d430aabc9e1a1184d8c8a111,1.0,"transportation, okada rider picking and dropping passengers for money (kabu kabu)",8321
784232c23b4d430aabc9e1a1184d8c8a121,1.0,"livestock rearer, goats, sheeps and chicken watering livestock, feeding and taking care of their health",6121
3f731340f35f4938b17091c09e9868ea121,1.0,"livestock rearer, goats, sheeps and chicken watering livestock, feeding and taking care of their health",6121
3f731340f35f4938b17091c09e9868ea131,1.0,"trader, buying and selling provisions goods, like maggi, salt, sugar, omo, biscuit and other provisions goods buying and selling of provisions goods like soap, omo, biscuit, maggi, and other provisions goods",5211
3f731340f35f4938b17091c09e9868ea151,1.0,"foods maker and sales, (masa food) preparing, frying for making masa food for sales to customers",9411
3f731340f35f4938b17091c09e9868ea161,1.0,"selling of food, (masa) sales assistant, helping her mother for preparing, frying and selling of food, masa",9411
bd27bc6b65c0490ca626f3aebef7c84c111,1.0,"trader, buying and selling of provision goods like sugar, vegetables and groundnut oils, soap, pure water and others buying and selling of provision goods like sugar, vegetables and groundnut oils, soap, pure water, salt, maggi and other provision goods",5211
bd27bc6b65c0490ca626f3aebef7c84c121,1.0,"trader,buying and selling of kola nut, and fresh nono buying and selling of kola nut and fresh nono",5211
bd27bc6b65c0490ca626f3aebef7c84c131,1.0,"trader, sales assistant, helping his father for sales goods selling of provision goods like sugar, salt, maggi, biscuits, vegetables and groundnut oils and other provision goods",5211
bd27bc6b65c0490ca626f3aebef7c84c141,1.0,"awara food seller  , preparing and frying awara food for sales to customers",9411
bd27bc6b65c0490ca626f3aebef7c84c151,1.0,"livestock rearer assistant ,helping his mother for fetching water for watering livestock, goat and sheeps fetching water for watering livestock and other livestock activities for his mother",6121
2e4476656665464b918f8a23ea53e273111,1.0,"livestock rearer, goats, sheeps and chickens watering livestock,clearing space for livestock  ,feeding, and taking care of their health",6121
2e4476656665464b918f8a23ea53e273121,1.0,"livestock rearer, goats,and sheeps for sales watering livestock, feeding, clearing space for livestock and taking care of their health",6121
2e4476656665464b918f8a23ea53e273131,1.0,"transporting, picking and dropping of persenger and collecting money.  kabu kabu okada rider, or kabu, kabu, picking and dropping of passenger and collect money",8321
2e4476656665464b918f8a23ea53e273141,1.0,"livestock rearer assistant, helping her mother for fetching water for watering livestock and other livestock rearing activities fetching water for watering livestock and other livestock rearing activities",6121
f556dbb4d54042f0bcb3ad3e434ef8cf111,1.0,"trader, buying and selling of grains and animals feeds, millet, beans, guinea corn and maize buying and selling of grains and animals feeds, millet, beans, guinea corn , maize and wheat",5211
f556dbb4d54042f0bcb3ad3e434ef8cf121,1.0,"livestock rearer, goats and sheeps for sales watering livestock, clearing space for livestock, feeding and taking care of their health",6121
f556dbb4d54042f0bcb3ad3e434ef8cf131,1.0,"trader, sales assistant,helping his father for selling grains and animals feeds selling of grains and animals feeds ,millet, beans, guinea corn, dussa and other animals feeds",5211
57c77bbb33f849b0bc759579159a1dee111,1.0,"car driver, pick and drop passengers to various locations in the village commercial driver, pick and drop passengers and collect payments! car driver",8322
57c77bbb33f849b0bc759579159a1dee121,1.0,"livestock rearer, goats and sheeps watering livestock, clearing space for livestock ,feeding and taking care of their health",6121
ffa07bc5c3f94798ad4b06e58f7b6504111,1.0,"livestock rearer, goats, sheeps and camels watering livestock, clearing space for livestock, feeding and taking care of their health",6121
ffa07bc5c3f94798ad4b06e58f7b6504121,1.0,"livestock rearer, goats, sheeps and chickens watering livestock, clearing space for livestock, feeding and taking care of their health",6121
ffa07bc5c3f94798ad4b06e58f7b6504131,1.0,"trader, buying and selling of fruits, orange,banana, and watermelon buying and selling of fruits, orange, watermelon and banana",5212
46fa92100ced49d7886180b818de7a43111,1.0,"butcher, buying and selling of cow, goats and sheeps meat buying, washing, cutting, frying and selling of meat",7511
46fa92100ced49d7886180b818de7a43121,1.0,"buying and selling of (kayan miya) vegetables leaves, tomatoes, pepper and onion buying and selling of vegetables leaves, tomatoes, pepper and onion",5211
46fa92100ced49d7886180b818de7a43131,1.0,"helping her mother for selling vegetables leaves, tomatoes, onion and pepper selling of vegetables leaves, tomatoes, pepper and onion",5211
46fa92100ced49d7886180b818de7a43181,1.0,"trader, buying and selling of gari, (cassava grains ) buying, measuring and selling of gari",5211
d3843e125f6343259cd714d85d4a4669211,1.0,"gwan gwan, buying and selling of damage goods ,picking  aluminum, rubber, iron, and accident vehicles (gwan gwan) picking wasted goods, aluminum,rubber, iron and other wasted goods for sales",9612
e28fcfb315fd4768a1d98156f71bbc70111,1.0,"butcher, buying and selling of fresh meat buying, washing, measuring and selling of fresh cow and goats meat",7511
e28fcfb315fd4768a1d98156f71bbc70121,1.0,"trader, buying and selling of bulawus dresses ready made clothes, buying and selling of bulawus dresses ready made clothes",5211
205a617656504a8cb93d87cadd87a09d111,1.0,"trader, buying and selling of grains, millet, guinea corn, beans and maize buying, measuring, and selling of grains like millet, guinea corn, beans and maize",5211
205a617656504a8cb93d87cadd87a09d121,1.0,"trader, buying and selling of grains, millet, guinea corn, beans and maize buying, measuring and selling of grains like millet, guinea corn, beans and maize",5211
e1adb69b8fd6455ea4c54aaad587e026111,1.0,"butcher ,buying and selling of meat butcher,  buying, washing, measuring, frying and selling of cow and sheeps meat",7511
e1adb69b8fd6455ea4c54aaad587e026121,1.0,"livestock rearer, goats and sheeps watering livestock, feeding  clearing spaces and taking care of their health",6121
e1adb69b8fd6455ea4c54aaad587e026131,1.0,"butcher, buying and selling of  goats and sheeps meat buying, washing, measuring and frying goats and sheeps meat for sales",9411
e1adb69b8fd6455ea4c54aaad587e026141,1.0,"tea seller , prepare and sales tea seller,  preparing tea  buying bread, milk, and others for sales",9411
e1adb69b8fd6455ea4c54aaad587e026151,1.0,"crops farming assistant, millet, guinea corn and beans preparing land, planting before rain fall  (bisne)and applying local fertilizer to a farm",6114
7bb7f227bc2b4b358a2de45130f57f64111,1.0,"livestock rearer, goats, sheeps and cattle watering livestock, clearing space, feeding and taking care of their health",6121
7bb7f227bc2b4b358a2de45130f57f64121,1.0,"bula food making and sells, using millet for preparing and making bula food for sales",9411
7bb7f227bc2b4b358a2de45130f57f64131,1.0,"trader, buying and selling of provision goods like sugar, bread, milk, salt, maggi and other provision goods buying and selling of provision goods like sugar, bread, milk, salt, maggi and other provision goods",5211
7bb7f227bc2b4b358a2de45130f57f64141,1.0,"sales assistant, helping his brother for selling provision goods, maggi, biscuits, bread and other provision goods selling of provision goods assist his  brother",5211
71c327db205a4f94989671b90ce33479211,1.0,"tea prepare and  cook indomie for sales preparing tea, cook indomie  and buying bread , milk, and others for sales",9411
b70d910d471e4032b1abd404c614b929211,1.0,"fish catching and selling, (sarkanci) catching fish from the river and selling",6340
292f936594264a39b14ae2d13c376634111,1.0,"trader, buying and selling of grains, like, millet, beans, guinea corn, maize and other grains buying and selling of grains like millet, guinea corn, beans, maize and others",5211
292f936594264a39b14ae2d13c376634121,1.0,"food prepare for sales, (food seller)  rice and beans preparing and cooking food rice and beans for sales",5212
292f936594264a39b14ae2d13c376634131,1.0,"butcher, buying and selling of cows and sheeps meat butcher , buying , washing, frying  and selling of cows and sheeps  meat",7511
292f936594264a39b14ae2d13c376634141,1.0,"foods sales assistant, helping her mother for preparing and selling food preparing for cooking and selling of food for her mother",5212
0618216aec0d4cf287a59a91bc45a354211,1.0,"butcher, buying and selling of cows and sheeps meat buying, washing, cutting, measuring,frying and selling of meat",7511
9bc7ab1a211d4c2fb80c75ceb85eb932121,1.0,henna design and hair dressing designing of henna patterns on both hand and legs for women and hair dressing,5141
19760daf81c04fa395f946e8274db321111,1.0,"rearing and raising of livestock like goat sheeps livestock producer like goat, sheeps for sale",6121
19760daf81c04fa395f946e8274db321121,1.0,retail trade of selling clothes like women girls and boys blouses buying and selling of blouses under wear clothes like women girls and boys dress,5211
19760daf81c04fa395f946e8274db321131,1.0,motorcycle mechanic engineering repairing and services of engine and other parts of the motorcycle,7231
19760daf81c04fa395f946e8274db321171,1.0,"tailoring sewing of clothes like women buba girls dress school uniform sewing of clothes like women buba girls dress, schools uniform",7531
19760daf81c04fa395f946e8274db321181,1.0,motor car mechanic engineering mechanic engineering rearing of motor car like toyota nissan services of engine,7231
892cbfe5d77f4b62b87da1c0b4663d73111,1.0,"livestock producer, rearing and raising of livestock rearing and raising of livestock like goat sheeps",6121
892cbfe5d77f4b62b87da1c0b4663d73121,1.0,selling of prepared cooked food like awara buying and selling of prepared cooked food like awara,9411
892cbfe5d77f4b62b87da1c0b4663d73131,1.0,"prepared and selling of tea with bread selling of prepared tea with bread, sugar, liftoff, milk.",9411
892cbfe5d77f4b62b87da1c0b4663d73141,1.0,"selling of sugar cane, in pieces buying and selling of sugar cane in bundle and selling it in pieces",5212
892cbfe5d77f4b62b87da1c0b4663d73161,1.0,selling of prepared cooked food like rice and beans pepper and ok oil buying and selling of prepared cooked food like rice and beans pepper and ok oil,5120
0f368c0b95da4f079f155665400745ec221,1.0,retail trade of selling clothes like shirts trousers selling of clothes like kaftan abada shirts trousers,5211
0f368c0b95da4f079f155665400745ec231,1.0,retail trade of selling soft drinks like coca-cola fanta fure water mult drinks schweppes lacasera etc buying and selling of soft drinks like coca-cola fanta fure water mult drinks schweppes lacasera etc,5212
5b7bb44bf99640fa91d3148241774eb9111,1.0,farming of millet guinea corn and beans mixed crops farming activities like growing of millet guinea corn and beans,6111
5b7bb44bf99640fa91d3148241774eb9121,1.0,selling of prepared cooked food like rice and beans pepper and ok oil buying and selling of prepared cooked food like rice and beans pepper ok oil,9411
9880bb292f9a42c6b3b828a301e321fd121,1.0,prepared cooked food like rice and beans for sale selling of prepared cooked food like rice and beans,5212
9880bb292f9a42c6b3b828a301e321fd131,1.0,"mechanic  motorcycle mechanic repair of of motorcycle, like servicing of engine and other parts of the, motorcycle",7231
31f4bc7c064c4c768a71b2cd1e2cfba7111,1.0,"rearing and raising of livestock livestock producer, rearing and raising of goats and sheeps",6121
31f4bc7c064c4c768a71b2cd1e2cfba7121,1.0,"sewing and miding 0f clothes tailor, dress makers, furriers and hatteras.",7531
9013f92ca4014cfbbfbb14f8a393ce0f121,1.0,prepared cooked food like awara selling of prepared cooked food like awara,9411
b3c54fa5effd42eca13e651dc23e1017121,1.0,prepared cooked food like rice and beans selling of prepared cooked food like rice and beans,5211
5756af51d6664c7bae28f33b1f40b788111,1.0,"rearing and raising of livestock livestock producer, like rearing and raising of goats and sheeps",6121
5756af51d6664c7bae28f33b1f40b788121,1.0,henna design and hair dressing designing of henna patterns on both hand and legs for women and hair dressing,5141
5756af51d6664c7bae28f33b1f40b788131,1.0,"motor car mechanical engineering repairing of motor vehicle, like servicing and repairing of other parts",7231
5756af51d6664c7bae28f33b1f40b788141,1.0,"mechanical engineering, motor vehicle servicing and repairing of motor vehicle, like repairing and chanji park",7231
1996e3c51ed34e468764ab87f3585ed0411,1.0,"crop farming like millet, guinea corn, maize and beans crop farming like planting of crops clearing of farm land weeding of crop",6111
1996e3c51ed34e468764ab87f3585ed0421,1.0,animals rearing like goat and sheeps rearing of goat and sheeps,6121
2adf081294ce4adea2e73fa633ef6566111,1.0,"trader selling of food items like millet, guinea corn, maize, beans, rice selling of food items like millet guinea corn and beans rice and maize",5211
2adf081294ce4adea2e73fa633ef6566121,1.0,animals rearing like goat and sheeps rearing of goat  and sheeps,6121
2adf081294ce4adea2e73fa633ef6566131,1.0,animals rearing like goat and sheeps rearing of animals like goat and sheeps,6121
2adf081294ce4adea2e73fa633ef6566171,1.0,animals rearing like cattle and buffalo rearing of cattle and buffalo,6121
297e0cd3d03a4e30b796e10092f17628211,1.0,"crops farming planting weeding planting,clearing of land and weeding",6111
297e0cd3d03a4e30b796e10092f17628221,1.0,"trader selling of grondnut cake and grondnut oil, and vegetables oil selling of grondnut cake)kuli kuli)and vegetables oil, grondnut oil",5211
297e0cd3d03a4e30b796e10092f17628231,1.0,crops farming like millet guinea corn and beans weeding planting and clearing of land,6111
297e0cd3d03a4e30b796e10092f17628241,1.0,crops farming like millet guinea corn and beans planting clearing of farm land and weeding,6111
297e0cd3d03a4e30b796e10092f17628281,1.0,"trader selling of tomatoes dry okro dry, kuka dry pepper fresh etc selling of tomatoes dry pepper fresh  kuka dry etc",5211
297e0cd3d03a4e30b796e10092f17628291,1.0,selling of vegetables oil and grondnut oil selling of vegetables oil and grondnut oil,5211
99afec4270f04e39aeb6605887f53da3111,1.0,"crop farming like millet guinea corn and beans clearing of farm land, planting and weeding",6111
99afec4270f04e39aeb6605887f53da3121,1.0,animals rearing like sheeps and goats rearing of goats and sheeps,6121
99afec4270f04e39aeb6605887f53da3141,1.0,animals rearing like sheeps and goats rearing of goats and sheeps,6121
761fa11d7a52425d9a520c59018cf7c8211,1.0,"crop farming like millet guinea corn and beans clearing of farm land, planting and weeding",6111
761fa11d7a52425d9a520c59018cf7c8221,1.0,animals rearing like sheeps and goats rearing of goats and sheeps,6121
761fa11d7a52425d9a520c59018cf7c8271,1.0,selling of food like tuwon dawa and rice cook food like tuwon dawa and rice and sell,5212
761fa11d7a52425d9a520c59018cf7c8281,1.0,animals rearing like sheeps and goats rearing of goats and sheeps,6121
761fa11d7a52425d9a520c59018cf7c8291,1.0,animals rearing like sheeps and goats rearing of goats and sheeps,6121
7e82f934ca4c4924a715c4beaaed5ff8211,1.0,animals rearing like sheeps and goats rearing of goats and sheeps,6121
7e82f934ca4c4924a715c4beaaed5ff8221,1.0,"buying and selling of groundnut cake)kuli kuli and oil selling of groundnut cake, kuli kuli and oil",5212
fb6e56853e4f4bd5a30b5969e45bd4cd311,1.0,"trader, buying and selling of grains like millet, guinea corn, beans,maize and rice buying and selling of grains like millet, guinea corn, beans, maize and rice",5211
fb6e56853e4f4bd5a30b5969e45bd4cd321,1.0,"trader, buying and selling of provisions goods like soap, omo, maggi, salt, sugar and others buying and selling of provisions goods like soap, omo, maggi, salt, sugar and others",5221
15f5b32c5dcf4a25b2e61405c490eab2311,1.0,"trader, buying and selling of grains like millet, guinea corn, beans and maize buying, measuring and selling of grains like millet, guinea corn and beans",5249
15f5b32c5dcf4a25b2e61405c490eab2321,1.0,"trader, buying and selling of provisions goods like soap, omo, maggi, salt and others provisions goods buying and selling of provisions goods like soap, omo, biscuit, maggi,salt and others",5249
15f5b32c5dcf4a25b2e61405c490eab2331,1.0,"sales assistant, helping her mother for selling of provisions goods like soap, omo, maggi, salt, sugar and others selling of provisions goods like soap, omo, biscuit, maggi, salt and others",5249
36f03290ddef46b3818161d3972d09a0411,1.0,"trader, yams seller, buying, grouping and selling of yams",5211
36f03290ddef46b3818161d3972d09a0421,1.0,"livestock rearer, goats, sheeps and chicken watering livestock, feeding and taking care of their health",6121
36f03290ddef46b3818161d3972d09a0431,1.0,"livestock rearer assistant,  goats, sheeps and chicken assisting her mother for fetching water for watering livestock, sweeping livestock place and buying animals feeds",6121
d55a3dbf26934196881554fa2955e98e311,1.0,"fruit seller, buying and selling of fruit, orange ,banana and watermelon, buying and selling of fruit like orange, banana and watermelon",5211
d55a3dbf26934196881554fa2955e98e321,1.0,"trader, buying and selling of (kuli kuli ) groundnut cake buying and selling of groundnut cake  (kuli kuli)",9411
aceb2e1a8a92482ba1ed4aad21b44292211,1.0,"trader ,buying and selling of provisions goods like soap, biscuit, maggi, salt, sugar and others buying and selling of provisions goods like soap, omo maggi, biscuit, oils, sugar and others",5211
aceb2e1a8a92482ba1ed4aad21b44292221,1.0,"granding  services activities, granding grains, like millet, guinea corn, beans, suya beans and others  to get money",8160
aceb2e1a8a92482ba1ed4aad21b44292231,1.0,"trader,  sales assistant, helping his father for selling of provisions goods selling of provisions goods like soap, omo, biscuit, maggi, salt, sugar and other provisions goods",5211
aceb2e1a8a92482ba1ed4aad21b44292251,1.0,"helping her mother for fetching water for granding beans, suya beans,maize and millet granding activities assistant, fecthing water and granding",8160
7fe2bdf1f2a64642a85f543110df0567711,1.0,"trader, buying and buying of yams tubers buying, grouping and selling of yams tubers",5211
c476e19842104b4084a105f9e95001fe311,1.0,"trader,  buying and selling of yams trading,  buying  grouping and selling of yams tuber",5249
52c2b5d9032c404db74a9c7e70489c2e111,1.0,"trader, buying and selling of plastic products, like  plastic buckets ,plastic basin,plastic plate and other plastic products buying and selling of plastic products, like plastic buckets, plastic basin, plastic plate and other plastic products",5211
52c2b5d9032c404db74a9c7e70489c2e121,1.0,"food prepare for sales, (fura drinks) using millet for preparing for making fura drink  for sales",9411
52c2b5d9032c404db74a9c7e70489c2e131,1.0,"fura food drink seller , helping her mother for selling fura food helping her mother for preparing and making fura and sales",9411
2314fe60dc8f4ce19fc9fa4dcd4d8424211,1.0,"livestock rearer, goats, sheeps and chickens rearing livestock, feeding, watering and taking care of their health",6121
2314fe60dc8f4ce19fc9fa4dcd4d8424221,1.0,"trader, buying and selling of leda bag buying and selling of leda bags",5211
2314fe60dc8f4ce19fc9fa4dcd4d8424241,1.0,"awara food seller, making and selling of awara food , (awara cake)",9411
70f9e4c186e94e57b3343e7bfa2479fb311,1.0,"trader,  buying and selling of provision goods,  soap, maggi, biscuits, bread, sugar and other provision goods buying and selling of provision goods, like omo, soap, biscuits, maggi, salt and other goods",5249
70f9e4c186e94e57b3343e7bfa2479fb321,1.0,"making and selling of fura food preparing, making and selling of fura food  for sales",9411
2e4ff8a0a4ce461d865cdf57af74fb98111,1.0,"trader, buying and selling of plastic chairs and tables buying and selling of plastic products, chairs and tables",5211
2e4ff8a0a4ce461d865cdf57af74fb98121,1.0,"trader, buying and selling of female herbal medicine products buying and selling of female herbal medicine",5211
2e4ff8a0a4ce461d865cdf57af74fb98131,1.0,"trader, sales assistant of female  herbal medicine sales assistant of  female herbal medicine products,",5211
046e6f34423e4b4eaef9ac45225ba4da111,1.0,"trading, buying and selling of wrapper ( atamfa) buying  cuttng and selling of wrappers",5221
046e6f34423e4b4eaef9ac45225ba4da121,1.0,"domestic worker,  cooking,washing,and sweeping, washing dishes, cleaning, sweeping house and cooking food",5152
88ba921cee98449bbb71cb328f0d53f3211,1.0,"building construction worker building construction, mixing cement, water , sand and blocks for making houses, schools ,companies and other building",9313
88ba921cee98449bbb71cb328f0d53f3221,1.0,"trader,  buying and selling of groundnut trader, buying meandering selling of groundnut to customers",5211
88ba921cee98449bbb71cb328f0d53f3231,1.0,making selling of awara food preparing and frying awara cake for sales to customers,9411
88ba921cee98449bbb71cb328f0d53f3241,1.0,"vulcanizer, ( faci maker) vulcanizer, is a tire repair and replaces tire or tube of motorcycle  or vehicle's",7231
88ba921cee98449bbb71cb328f0d53f3251,1.0,"vulcanizer  (faci maker) vulcanizer, is a tire  repair and replaces tire or tube for motorcycle and vehicles",7231
88ba921cee98449bbb71cb328f0d53f3261,1.0,"electrician, activities wearing electricity wire for houses, schools, shops and other buildings",7411
88ba921cee98449bbb71cb328f0d53f3271,1.0,"vulcanizer, assistant, (faci maker) yulcanizer, is atire repair and replaces tire or tube, for vehicles or motorcycle",7231
6e7e9adbb2cb4611aa1269d243a0b68a111,1.0,"ťrader,buying and selling of head cover,  (hijab dresses) buying and selling of head cover dresses,  (hijab)",5211
6e7e9adbb2cb4611aa1269d243a0b68a121,1.0,"trader, buying and selling of  bulawus dresses ready made clothes buying and selling of bulawus dresses ready made clothes",5211
6e7e9adbb2cb4611aa1269d243a0b68a131,1.0,"tailor,cutting yard, design, style and sewing to make dresses tailoring activities, cutting yard, design, style and sewing to make dresses for men and women",7531
6e7e9adbb2cb4611aa1269d243a0b68a141,1.0,"tailor, dressmaker, tailoring activities, cutting yard, design, style and sewing to make dresses for women only",7531
6e7e9adbb2cb4611aa1269d243a0b68a151,1.0,"shoesmaker, making shoes for men and women for sales",7536
666798c2d8a94d31aae2479a92a70452111,1.0,"livestock rearer, sheeps and rams feeding livestock, watering and taking care of their health",6121
666798c2d8a94d31aae2479a92a70452121,1.0,"trader, buying and selling of butter, ( man shanu) trading, buying and selling of butter ( man shanu)",9520
